title,company,location,remote,tags,job_types,url,description
Software-Ingenieur PCS7 Elektrotechnik (m/w/d),KURT Personal GmbH,Pinneberg,False,IT Security,,https://www.arbeitnow.com/jobs/companies/kurt-personal-gmbh/software-ingenieur-pcs7-elektrotechnik-pinneberg-198110,"<p>Gemeinsam mehr Bewegen !</p>
<p>Für unseren Kunden aus Hamburg/Kreis Pinneberg suchen wir im Rahmen der Arbeitnehmerüberlassung mit Option der Übernahme einem Software-Ingenieur PCS7 Elektrotechnik (m/w/d).</p>
<h2>Aufgaben</h2>
<p>• Entwicklung und Programmierung von Automatisierungslösungen mit Siemens PCS7</p>
<p>• Erstellung und Anpassung von Steuerungssoftware für industrielle Anlagen</p>
<p>• Projektierung und Konfiguration von Prozessleitsystemen</p>
<p>• Durchführung von Funktionsprüf"
Content Manager (all genders) // Vollzeit // ab August //  Frankfurt am Main,MainTea GmbH,Frankfurt am Main,False,Marketing and Communication,,https://www.arbeitnow.com/jobs/companies/maintea-gmbh/content-manager-all-genders-vollzeit-ab-august-frankfurt-am-main-178617,"<p>Du suchst eine spannende Herausforderung in einem innovativen Food-Startup? Dann bist du bei uns genau richtig!</p>
<p>Wir sind ein junges, aufstrebendes Unternehmen mit mittlerweile über 29 Leuten im Team. Unter unserem Dach vereinen wir vier Gesellschaften und deren Marken: Die MainTea GmbH mit <strong>Besser im Glas</strong> (Tee &#x26; Gewürze), die POWAFOOD GmbH mit <strong>Bubble Pop</strong> (Marktführer Bubble Tea) und <strong>PRO2BE</strong> (gekühlte Proteinprodukte), die Good Coco "
Content Creator PRO2BE (all genders) // Start Up // Vollzeit // ab Juli // Frankfurt am Main,MainTea GmbH,Frankfurt am Main,False,Social Media Manager,,https://www.arbeitnow.com/jobs/companies/maintea-gmbh/content-creator-pro2be-all-genders-start-up-vollzeit-ab-juli-frankfurt-am-main-303925,"<p>Du suchst eine spannende Herausforderung in einem innovativen Food-Startup? Dann bist du bei uns genau richtig!</p>
<p>Wir sind ein junges, aufstrebendes Unternehmen mit mittlerweile über 29 Leuten im Team. Unter unserem Dach vereinen wir vier Gesellschaften und deren Marken: Die MainTea GmbH mit <strong>Besser im Glas</strong> (Tee &#x26; Gewürze), die POWAFOOD GmbH mit <strong>Bubble Pop</strong> (Marktführer Bubble Tea) und <strong>PRO2BE</strong> (gekühlte Proteinprodukte), die Good Coco "
Trainee (m/w/d) Consulting,Kölner Wirtschaftsberatung,Cologne,False,Finance,,https://www.arbeitnow.com/jobs/companies/kolner-wirtschaftsberatung/trainee-consulting-cologne-179952,"<p>Wir von der Kölner Wirtschaftsberatung bieten ambitionierten Talenten die Möglichkeit, im Rahmen eines viermonatigen Traineeprogramms die vielseitige Welt der Finanz- und Unternehmensberatung kennenzulernen. Steigen Sie an unserem Standort im Herzen von Köln ein und gestalten Sie mit uns aktiv die Zukunft unserer Kundinnen und Kunden – und Ihre eigene.</p>
<h2>Aufgaben</h2>
<ul>
<li><strong>Individuelle Beratung</strong>: Gemeinsam mit Ihrem Team betreuen Sie anspruchsvolle Privat- und Geschä"
Software Engineer (Frontend) (m/w/d),Recare Deutschland GmbH,Berlin,False,"Healthcare, bachelor's degree","Full-time permanent, experienced",https://www.arbeitnow.com/jobs/companies/recare-deutschland-gmbh/software-engineer-frontend-berlin-350160,"<p><strong>About Recare</strong></p><p>As one of the leading German HealthTech companies, we are reshaping discharge management – technology-driven, patient-centered, and free from bureaucracy. In addition to our market-leading SaaS platform, we develop AI solutions that radically simplify processes in hospitals and for aftercare providers, relieve healthcare professionals, and refocus attention on patients. Today, we already connect two-thirds of all German hospitals with over 650 rehabilitatio"
Berater BusinessCenter (m/w/d) in Voll- und Teilzeit,Volksbank Westmünsterland eG,Haltern am See,False,"Asset, Fonds Management",berufserfahren,https://www.arbeitnow.com/jobs/companies/volksbank-westmunsterland-eg/berater-businesscenter-in-voll-und-teilzeit-haltern-am-see-491888,"<p>Mit Freude an der Arbeit und Verantwortungsbewusstsein bei allem, was wir tun – so arbeiten wir. Als TOP‑Arbeitgeber schafft unsere Bank dafür die besten Rahmenbedingungen. Rund 650 engagierte Mitarbeitende und eine Bilanzsumme von etwa 5,2 Milliarden Euro machen uns zu einer der großen Regionalbanken im Westmünsterland: Hier sind wir verwurzelt, hier setzen wir uns ein – für eine starke Wirtschaft, eine nachhaltige Lebensqualität und ein persönlich-digitales Banking. Wir begleiten Mitglieder"
(Senior) Product Manager Smart Metering & Steering (m/f/d),1KOMMA5˚,Hamburg,False,Software Development,professional / experienced,https://www.arbeitnow.com/jobs/companies/1komma50/senior-product-manager-smart-metering-steering-hamburg-312056,"<h2>1KOMMA5°</h2>
<p>At <strong>1KOMMA5°</strong>, we pursue a clear vision: <strong>Living on wind and sunlight forever for free</strong>. To make this a reality, we are building the energy system of the future with Heartbeat AI. Want to be part of it?We bring together regional craftsmanship and scalable software: We don't think of solar, batteries, heat pumps, and e-mobility as isolated components, but control them as an intelligent, integrated overall system in our virtual power plant. Direct"
KI-Trainer (m/w/d) für Automatisierung & digitale Transformation,Bildungsinitiative Deutschland GmbH,Stuttgart,False,"Consulting, Engineering",berufserfahren,https://www.arbeitnow.com/jobs/companies/bildungsinitiative-deutschland-gmbh/ki-trainer-fur-automatisierung-digitale-transformation-stuttgart-289668,"<p>Du arbeitest mit KI, Automatisierung oder digitalen Prozessen und möchtest dein Wissen weitergeben?</p>
<p>Dann werde Teil unseres Teams in Stuttgart. Als KI-Trainer (m/w/d) begleitest du Teilnehmende in unseren Weiterbildungen bei praxisnahen Projekten rund um KI-Anwendungen, Automatisierung und digitale Transformation.</p>
<h2>Aufgaben</h2>
<ul>
<li>Durchführung von Unterricht und Workshops</li>
<li>Betreuung von Praxisprojekten</li>
<li>Vermittlung von KI- und Automatisierungstools</li>
<l"
HR Business Partner im Recruiting (m/w/d) zu 100 % remote (im Ehrenamt),Bundesverbraucherhilfe e.V.,Berlin,True,"Remote, Recruitment and Selection",Side,https://www.arbeitnow.com/jobs/companies/bundesverbraucherhilfe-ev/hr-business-partner-im-recruiting-zu-100-remote-im-ehrenamt-berlin-279788,"<p>Die Bundesverbraucherhilfe e.V. ist die Stimme der Verbraucherinnen und Verbraucher in Deutschland – unabhängig, innovativ und mit einem klaren Fokus auf den Schutz und die Stärkung ihrer Rechte. Als eine der dynamischsten und zukunftsorientiertesten Organisationen im Verbraucherschutz gestalten wir mit frischen Ideen und einem starken Team eine moderne und gerechte Verbraucherlandschaft. Unser Anspruch ist es, nicht nur Lösungen zu schaffen, sondern auch Maßstäbe zu setzen.</p>
<p>Werden Sie"
HR Operations Specialist / HR Business Partner (m/w/d),Centric Health Deutschland GmbH,Oberwesel,True,"Remote, HR",,https://www.arbeitnow.com/jobs/companies/centric-health-deutschland-gmbh/hr-operations-specialist-hr-business-partner-oberwesel-254093,"<p>100 % Remote | Reisebereitschaft Region Mitte/Süddeutschland | ab sofort | Vollzeit</p>
<p>Du liebst strukturierte HR-Prozesse, arbeitest gerne digital und möchtest als Sparringspartner:in für Führungskräfte nicht nur verwalten, sondern HR aktiv mitgestalten? Dann könnte diese Rolle genau das Richtige für dich sein.</p>
<p>Wir bei Centric Health Deutschland gestalten die Zukunft moderner Gesundheitsversorgung. Als wachsendes Unternehmen im medizinischen Umfeld unterstützen wir Medizinische Ve"
Senior Product Owner / Manager - AI / SaaS - native German (m/f/d),ainavio GmbH,Cologne,False,Product Management,teamleitung,https://www.arbeitnow.com/jobs/companies/ainavio-gmbh/senior-product-owner-product-manager-ai-saas-cologne-154881,"<p><strong>About ainavio</strong></p>
<p>As part of the CODUCT Group, with teams in Germany and Vietnam, ainavio GmbH develops fully automated, <strong>AI-based SaaS</strong> solutions for retail and e-commerce.</p>
<p>As an AI startup that has already delivered the hardest proof point: product-market fit - from 0 to 1 – we now come to the phase that decides how big this becomes: <strong>from 1 to 10</strong>. Scaling without losing quality, and professionalizing without giving up the speed of a"
Senior Product Owner / Manager - AI / SaaS - native German(m/f/d),ainavio GmbH,Kamp-Lintfort,False,Product Management,teamleitung,https://www.arbeitnow.com/jobs/companies/ainavio-gmbh/senior-product-owner-product-manager-ai-saas-kamp-lintfort-330033,"<p><strong>About ainavio</strong></p>
<p>As part of the CODUCT Group, with teams in Germany and Vietnam, ainavio GmbH develops fully automated, <strong>AI-based SaaS</strong> solutions for retail and e-commerce.</p>
<p>As an AI startup that has already delivered the hardest proof point: product-market fit - from 0 to 1 – we now come to the phase that decides how big this becomes: <strong>from 1 to 10</strong>. Scaling without losing quality, and professionalizing without giving up the speed of a"
UI/UX Designer,Valorbyte UG (haftungsbeschränkt),Karlsruhe,True,"Remote, Media, Screen and Web Design",Side,https://www.arbeitnow.com/jobs/companies/valorbyte-ug-haftungsbeschrankt/ui-ux-designer-karlsruhe-417466,"<p>We are a creative and technology-driven team building modern mobile games with a strong focus on visual quality, game feel, and performance. Our goal is to create games that are not only fun to play, but also visually striking and emotionally engaging.</p>
<p>To strengthen our design team, we are looking for a <strong>UI/UX Designer</strong> with strong Figma skills, a deep understanding of user experience, and the ability to bridge design and implementation especially in collaboration with U"
Remote (Junior) Talent Aquisition Manager (gn),Turnover Recruitment GmbH,Hamburg,True,"Remote, Consulting",hilfstätigkeit / student,https://www.arbeitnow.com/jobs/companies/turnover-recruitment-gmbh/remote-junior-talent-aquisition-manager-gn-hamburg-231215,"<p><strong>Stop filling seats. Start building teams.</strong></p>
<p>We partner with e-commerce brands, SaaS companies, and high-growth agencies to build teams that actually drive growth. From strategic headhunting for critical hires to Recruiting-as-a-Service and designing scalable recruiting engines, we help ambitious companies attract, hire, and retain top talent without the usual recruiting headaches.</p>
<p>Over the years, we’ve worked alongside founders and leadership teams across Germany "
Werkstudent (m/w/d) Real Estate Operations & Finance,10Gate,Düsseldorf,False,Finance,"Working student, berufseinstieg",https://www.arbeitnow.com/jobs/companies/10gate/werkstudent-real-estate-operations-finance-dusseldorf-332001,"<p>10Gate Labs ist eine integrierte Vermögensplattform mit über 500 Mio. € Assets under Management und Beteiligungen in der Immobilien- und Technologiebranche. Im Operations-Team arbeitest du direkt mit der Geschäftsführung zusammen und bist nah dran an der aktiven Steuerung unserer Beteiligungen — darunter die Grundconsult Immobilien GmbH, eine der etabliertesten Immobilienverwaltungen Deutschlands mit über 30 Jahren Erfahrung und 1,5 Mrd. € verwaltetem Vermögen.</p>
<p>Bei Grundconsult denken "
Product Manager Business Development - CEO Office (m/w/d),1KOMMA5˚,Berlin,False,Project Management,berufserfahren,https://www.arbeitnow.com/jobs/companies/1komma50/product-manager-business-development-ceo-office-berlin-252716,"<h2>1KOMMA5°</h2>
<h2>Bei 1KOMMA5° verfolgen wir eine Vision: Living on wind and sunlight forever for free. Dafür bauen wir mit Heartbeat AI das Energiesystem der Zukunft. Bist du dabei?</h2>
<p><strong>Wir bringen regionales Handwerk und skalierbare Software zusammen: Solar, Speicher, Wärmepumpe und E-Mobilität denken wir nicht einzeln, sondern steuern sie als intelligentes, integriertes Gesamtsystem in unserem virtuellen Kraftwerk. Direkt verbunden mit dem Strommarkt – in Echtzeit, vollautomat"
(Tech) Talent Acquisition Specialist (f/m/d) for Tech & Data Team,Thomann.io,Berlin,False,"Recruitment and hr, high school or equivalent","Full-time permanent, mid",https://www.arbeitnow.com/jobs/companies/thomannio/tech-talent-acquisition-specialist-for-tech-data-team-berlin-396878,"<p>Hey, we are the People &amp; Finance Division at <a rel=""noopener"" target=""_blank"" href=""http://Thomann.io"">Thomann.io</a>. Along the employee lifecycle, we are the go-to people. We support our employees and managers in all people related topics and always maintain an open-door policy. Now, we're looking for a <strong>(Tech) Talent Acquisition Specialist (f/m/d) </strong>to be our driving force and our lead recruiter. You’re working in our offices in Berlin, Erlangen or remotely (within Germa"
Projektkoordination Softwareprojekte (m/w/d) | Berlin-Mitte | Teilzeit/Vollzeit,TenMedia GmbH,Berlin,False,Project Management,berufserfahren,https://www.arbeitnow.com/jobs/companies/tenmedia-gmbh/projektkoordination-softwareprojekte-berlin-mitte-teilzeit-vollzeit-164472,"<p>Seit über 14 Jahren entwickeln wir bei TenMedia Individualsoftware für Mittelstand, öffentliche Hand und KRITIS-Betreiber. Unsere Software läuft dort, wo Ausfälle keine Option sind: in Behörden, bei kritischen Infrastrukturen und im Mittelstand. Wir suchen dich für die ganzheitliche Betreuung unserer Projekte, von der Ausschreibung über das Angebot bis zur Abnahme.</p>
<p>Du bist die organisatorische Schaltzentrale zwischen Kunden, Entwicklungsteam und Geschäftsführung und sorgst dafür, dass "
(Senior) Data / BI Analyst - Operations (m/w/d),1KOMMA5˚,Hamburg,False,Business Development,berufserfahren,https://www.arbeitnow.com/jobs/companies/1komma50/senior-data-bi-analyst-operations-hamburg-442300,"<h2>1KOMMA5°</h2>
<p>Bei <strong>1KOMMA5°</strong> verfolgen wir eine Vision: <strong>Living on wind and sunlight forever for free</strong>. Dafür bauen wir mit Heartbeat AI das Energiesystem der Zukunft. Bist du dabei?<br>
Wir bringen regionales Handwerk und skalierbare Software zusammen: Solar, Speicher, Wärmepumpe und E-Mobilität denken wir nicht einzeln, sondern steuern sie als intelligentes, integriertes Gesamtsystem in unserem virtuellen Kraftwerk. Direkt verbunden mit dem Strommarkt – in "
ERPNext & Database Wizard (m/w/d),Plan.tec. GmbH & Co. KG,Garbsen,False,"SAP/ERP Consulting, Development",berufserfahren,https://www.arbeitnow.com/jobs/companies/plantec-gmbh-co-kg/erpnext-database-wizard-garbsen-272197,"<p>Du liebst saubere Datenstrukturen, offene Systeme und willst nicht nur Code schreiben – sondern etwas aufbauen, das bleibt? Dann bist du bei uns genau richtig. Wir sind ein mittelständisches Unternehmen aus Garbsen, das gerade an einem spannenden Scheidepunkt steht – und suchen jemanden, der diesen Weg mit uns geht.</p>
<p>Wir sind kein Konzern. Wir sind ein eingespieltes Team, das seit Jahren mit ERP-Systemen arbeitet, sie versteht – und jetzt den nächsten Schritt geht. Open Source ist für u"
Senior Product Manager - Mobile (m/w/d) - German speaking - Berlin,Patronus,Berlin,False,IT,,https://www.arbeitnow.com/jobs/companies/patronus/senior-product-manager-mobile-german-speaking-berlin-27485,"<p><strong>Dein Einfluss</strong></p>
<p>Um unsere Vision zu verwirklichen und weiter zu wachsen, suchen wir eine*n Product Manager - Mobile (m/w/d) für unser Team. Du übernimmst die Verantwortung für unsere Mobile-Produkte (iOS-, Android- und Smartwatch-App) und gestaltest entscheidend mit, wie Patronus wächst. Gemeinsam mit CTPO und Product Team entwickelst du Produkte, die Menschen in kritischen Momenten Sicherheit geben. In dieser Rolle arbeitest du mit viel Ownership, kurzen Entscheidungswe"
Senior Product Manager - Web (m/w/d) - German speaking - Berlin,Patronus,Berlin,False,IT,,https://www.arbeitnow.com/jobs/companies/patronus/senior-product-manager-web-german-speaking-berlin-119701,"<p><strong>Dein Einfluss</strong></p>
<p>Um unsere Vision zu verwirklichen, suchen wir einen Product Manager - Web (m/w/d). Du übernimmst die Verantwortung für unsere webbasierten Anwendungen (Webshop, Customer Portal, Backoffice) und gestaltest entscheidend mit, wie Patronus wächst. Gemeinsam mit CTPO und Product Team entwickelst du Produkte, die Menschen in kritischen Momenten Sicherheit geben. In dieser Rolle arbeitest du mit viel Ownership, kurzen Entscheidungswegen und direktem Einfluss auf"
Lead Data/Cloud Architect,Sphere,Munich,False,Data Scientist,,https://www.arbeitnow.com/jobs/companies/sphere/lead-data-cloud-architect-munich-219606,"<p>Sphere Energy is a dynamic and forward-thinking technology company, committed to developing AI-driven solutions that revolutionize product development processes, with a special focus on the automotive sector. We combine deep technical domain expertise in the battery and engineering market with state-of-the-art data science to solve the toughest challenges of our clients.</p>
<h2>Tasks</h2>
<p>We are looking for an experienced <strong>Data/Cloud Architect</strong> to join our team and help des"
Praktikum im Business Development (Projektmanagement & Prozessoptimierung) (m/w/d),Pflegia,Berlin,False,Project Management,"Internship, hilfstätigkeit / student",https://www.arbeitnow.com/jobs/companies/pflegia/praktikum-im-business-development-projektmanagement-prozessoptimierung-berlin-93537,"<p><strong>Du willst nicht nur zuschauen, sondern aktiv mitgestalten?</strong></p>
<p>Dann bist Du bei Pflegia genau richtig. Als Praktikant im Business Development unterstützt Du uns dabei, interne Prozesse besser zu verstehen, bereichsübergreifende Projekte voranzutreiben und datenbasierte Entscheidungen zu treffen. Du arbeitest eng mit verschiedenen Teams zusammen und hilfst dabei, Pflegia noch effizienter und skalierbarer zu machen.</p>
<h2>Aufgaben</h2>
<ul>
<li><strong>Prozessanalyse &#x26"
Junior Data Consultant (m/w/d),MARTENS & PRAHL Gruppe,Lübeck,False,Data Scientist,,https://www.arbeitnow.com/jobs/companies/martens-prahl-gruppe/junior-data-consultant-lubeck-481225,"<p>Als Versicherungsmakler ist es unser Ziel, für jeden Bedarf die beste Versicherungslösung zu entwickeln. Dafür arbeiten über 90 mittelständische Versicherungsmakler mit über 1000 Mitarbeitende unter dem Dach der MARTENS &#x26; PRAHL Gruppe. Eigenverantwortlich, leidenschaftlich und kompetent. Experten, die von der Privatperson über den Gewerbebetrieb bis zur Industrieanlage für jeden Kunden die Lösung nach Maß entwickeln. Nach Werten, die seit über 100 Jahren unser Handeln bestimmen: Vertraue"
Mandatory Internship(Unpaid): Backend / Full-Stack Developer for AI SaaS,IndieKidz GmbH,Berlin,True,"Remote, Software Development",entry,https://www.arbeitnow.com/jobs/companies/indiekidz-gmbh/mandatory-internshipunpaid-backend-full-stack-developer-for-ai-saas-berlin-152480,"<p>IndieKidz GmbH is a Berlin-based early stage startup building creative learning products for children.</p>
<p>Our software product, <strong>Occibo</strong>, is an AI-assisted children’s book creation platform. It helps authors, parents, teachers, and small publishers turn a manuscript into a complete children’s book workflow, including editing, illustration planning, character consistency, layout, export, and promotional assets.</p>
<p>We are looking for a motivated <strong>Backend / Full-Sta"
HR Business Partner (m/w/d),Xylem,Langenhagen,False,HR,,https://www.arbeitnow.com/jobs/companies/xylem/hr-business-partner-langenhagen-457814,"<p>Die weltweiten Wasserprobleme werden immer größer und stellen uns ständig vor neue Herausforderungen. Bis 2025 werden 1,8 Milliarden Menschen in Ländern oder Regionen mit absoluter Wasserknappheit leben. Wir sind ein globaler Wassertechnologieanbieter mit knapp 23.000 Mitarbeitenden und einer Mission: unseren Kunden durch innovative Technologielösungen und unser Fachwissen bei der Lösung von Wasserproblemen zu helfen. Wir sind der weltweit führende Anbieter<br>
effizienter, innovativer und na"
Minijob als Recruiting Support (m/w/d) 10 Stunden die Woche,A-LEVEL,Cologne,True,"Remote, Recruitment and Selection",Side,https://www.arbeitnow.com/jobs/companies/a-level/minijob-als-recruiting-support-10-stunden-die-woche-cologne-73579,"<p><strong>Warum A-LEVEL?</strong></p>
<p>Du möchtest nicht einfach nur Minijobber:in sein, sondern verstehen, wie Recruiting wirklich funktioniert, von der ersten Ansprache bis zur Einstellung?</p>
<p>Bei uns übernimmst du eine zentrale Rolle im Recruiting-Prozess. Dein Fokus liegt auf Active Sourcing und Recruiting Operations, also darauf, die richtigen Kandidat:innen zu identifizieren, anzusprechen und unsere Prozesse im Hintergrund sauber am Laufen zu halten.</p>
<p>Das bedeutet, Du arbeites"
Freelance Shopify Shopbuilder Webdesigner:in (w/m/d) für Weinbranche,Vino Digital,Berlin,True,"Remote, Online Marketing","Freelance, berufserfahren",https://www.arbeitnow.com/jobs/companies/vino-digital/freelance-shopify-shopbuilder-webdesignerin-fur-weinbranche-berlin-455402,"<p><strong>Hi, wir sind Vino Digital.</strong></p>
<p>Wir sind die E-Commerce-Agentur für Winzer und bringen unsere Partnerweingüter mit Shopify nach vorne. Für unsere wachsende Zahl an Shop-Projekten suchen wir feste Freelance-Unterstützung, die unsere Shops zuverlässig nach klarem Standard baut.</p>
<p><strong>Wir verändern die Weinbranche nachhaltig.</strong></p>
<h2>Aufgaben</h2>
<p>Du baust für uns Shopify-Shops im Frontend, sauber nach unserem Wireframe und Theme-Baukasten. Wir geben dir e"
AI Enablement Engineer (m/w/d),syte GmbH,Münster,True,"Remote, Business Consulting",berufserfahren,https://www.arbeitnow.com/jobs/companies/syte-gmbh/ai-enablement-engineer-munster-460934,"<h2>Deine Mission</h2>
<p><strong>Hilf uns, mit KI effizienter zu arbeiten – und gestalte die internen Abläufe eines schnell wachsenden PropTech-Unternehmens mit.</strong></p>
<p>Wir sind syte – ein PropTech-Unternehmen aus Münster, das eine KI-gestützte Software für die Entscheidungsgrundlage der Immobilienentwicklung entwickelt. Unsere Plattform ersetzt wochenlange Expertenkonsultationen durch sofortige, KI-gesteuerte Analysen: Projektentwickler, Bauträger, Banken und Investoren nutzen syte, u"
Trainee (m/w/d) im Projektmanagement,Firstlead GmbH,Berlin,False,"Training, Development",berufseinstieg,https://www.arbeitnow.com/jobs/companies/firstlead-gmbh/trainee-im-projektmanagement-berlin-45195,"<p>Jede Erfolgsgeschichte beginnt mit Menschen, die an eine Idee glauben. Genau hier kommt businessangels ins Spiel. Wir begleiten und unterstützen Unternehmen dabei, ihr Potenzial zu entfalten und nachhaltig zu wachsen. Als inhabergeführte Dachgesellschaft investieren wir nicht nur Kapital, sondern auch Know-how, Erfahrung und vor allem unternehmerische Leidenschaft in zukunftsweisende Projekte.</p>
<p>Zu unserem Portfolio gehören unter anderem ADCELL, eines der führenden Affiliate-Marketing-Ne"
"Technical Recruiter, Specialized",Buena,Berlin,False,Recruitment and Selection,professional / experienced,https://www.arbeitnow.com/jobs/companies/buena/technical-recruiter-specialized-berlin-137959,"<p>Buena (backed by GV, >€50m funding) makes everything real estate as simple and transparent as buying an ETF. Whether it's finding, buying, or financing an apartment. We do this by acquiring property managers across Germany and turning them into technology companies. Throughout the past 2 years we have become Germany's third-largest property manager with less than 25 full-time team members at our HQ.</p>
<h2>Tasks</h2>
<p>We're looking for our first Technical Recruiter who will directly report"
Embedded Softwareentwickler (m/w/d) | ebs kumkeo GmbH | Kiel,Jobportal,Kiel,False,IT,berufserfahren,https://www.arbeitnow.com/jobs/companies/jobportal/motivierter-embedded-softwareentwickler-bei-der-ebs-kumkeo-gmbh-gesucht-kiel-20118,"<p><strong>Engineering ohne Umwege: Mit Fokus auf das Wesentliche und Freiheit für deine Ideen.</strong></p>
<p>Jeder fragt dich um Rat, weil du Software verstehst und Menschen schätzt? Lass die Routine hinter dir und entwickle mit uns in einem Team, das auf Verbindlichkeit und echtes Miteinander baut.</p>
<p>Die <strong>ebs kumkeo</strong> entwickelt energie- und sicherheitskritische Systeme dort, wo Fehler keine Option sind. Wir verbinden Systemengineering, Batterie- und Leistungselektronik so"
AI Project Manager - 100% Remote (m/w/d),Digistore24,Hanover,True,"Remote, IT","Contract, berufserfahren",https://www.arbeitnow.com/jobs/companies/digistore24/ai-project-manager-100-remote-hanover-428387,"<h2>Jobbeschreibung</h2>
<p>EINSTIEGSGEHALT: 45.000–60.000 € BRUTTO-JAHRESGEHALT (ABHÄNGIG VON BERUFSERFAHRUNG UND QUALIFIKATION)</p>
<h2>Du willst nicht einfach Projekte verwalten, du willst sie mit AI-Power orchestrieren? Bei Digistore24 EU steuerst du eigenständig Projekte quer durch alle Departments: Legal, HR, Operations, Consulting, Marketing und mehr. Kein Silo, kein Spezialgebiet – du bist der Taktgeber, der abteilungsübergreifend Klarheit schafft, Entscheidungen ermöglicht und AI-Workfl"
"Recruiting und People Experience Manager:in, 25-30 Std. (m/w/d)",hypr,Berlin,True,"Remote, Recruitment and Selection","Side, berufserfahren",https://www.arbeitnow.com/jobs/companies/hypr/recruiting-und-people-experience-managerin-25-30-std-berlin-375890,"<p><strong>Über uns</strong></p>
<p>Als PR-Agentur hypr arbeiten wir mit zukunftsweisenden Unternehmungen und Personen, die selbstbestimmt und partnerschaftlich mit uns agieren können und wollen. hypr steht für Innovation, Wachstum und eine starke Unternehmenskultur. Unser Ziel ist es, ein inspirierendes Arbeitsumfeld zu schaffen, in dem jede:r sein volles Potenzial entfalten kann. Unsere Arbeitskultur ist geprägt von viel Eigenverantwortung, Ambition und Flexibilität.</p>
<p>Als Recruiting und "
Software Developer. (m/w/d) / Fokus Outputmanagement,ODAV AG,Straubing,False,IT,,https://www.arbeitnow.com/jobs/companies/odav-ag/software-developer-fokus-outputmanagement-straubing-355040,"<p>Als innovativer Technologiepartner des Handwerks unterstützt die ODAV AG seit über 50 Jahren Handwerksbetriebe und deren Organisationen mit hochwertigen Software-Lösungen und IT-Dienstleistungen.</p>
<h2>Aufgaben</h2>
<ul>
<li>Entwicklung und Betreuung von Lösungen im neuen Outputmanagement auf Basis von Quadient Inspire</li>
<li>Technische Abstimmung mit Fachbereichen zur Definition von Anforderungen und Datenstrukturen</li>
<li>Entwicklung und Verarbeitung von JSON-Dateien für Druck- und Ve"
"Junior Marketing Manager*in (Performance, Email & Creative) (m/w/d)",A-LEVEL,Hamburg,False,Marketing Manager,berufseinstieg,https://www.arbeitnow.com/jobs/companies/a-level/marketing-managerin-performance-email-creative-hamburg-362606,"<p>Für unseren Start-Up Mandanten Haferlöwe suchen wir eine*n hungrigen Junior Marketing Manager*in, der*die in einem der super spannenden E-Commerce-Wachstumsumfelder Deutschlands durchstarten will, und bereit ist, schneller zu wachsen als irgendwo sonst.</p>
<p><strong>Warum Haferlöwe</strong></p>
<p>Haferlöwe ist eine schnell wachsende deutsche Direct-to-Consumer Health-Brand im Food- und Nutrition-Segment mit klarem E-Commerce-Fokus. Mit dem DIA2®-Konzept, einem wissenschaftlich fundierten A"
Junior E-Mail Marketing Manager*in (m/w/d),A-LEVEL,Hamburg,False,"CRM, Direct Marketing",berufseinstieg,https://www.arbeitnow.com/jobs/companies/a-level/e-mail-marketing-managerin-hamburg-383840,"<p>Für unseren Start-Up Mandanten Haferlöwe suchen wir eine*n Junior E-Mail Marketing Manager*in, der*die in einem aggressiv wachsenden E-Commerce-Umfeld richtig durchstarten will und bereit ist, dabei schneller zu lernen als irgendwo sonst.</p>
<p><strong>Warum Haferlöwe</strong></p>
<p>Haferlöwe ist eine schnell wachsende deutsche Direct-to-Consumer Health-Brand mit einem klaren Purpose: Menschen dabei zu unterstützen, ihre Blutzuckerwerte besser in den Griff zu bekommen. Mit dem DIA2®-Konzept"
"Finance Manager (m/w/d) Teilzeit, 25h / Woche",LINDERA GmbH,Berlin,False,"Management, Team Leader",manager,https://www.arbeitnow.com/jobs/companies/lindera-gmbh/finance-manager-teilzeit-25h-woche-berlin-404999,"<p>LINDERA entwickelt klinisch validierte KI für Mobilitäts- und Gangbildanalyse. Unsere Lösungen werden in Pflege, Reha und Versorgung eingesetzt, um Sturzrisiken früh zu erkennen und Mobilität zu erhalten. Wir arbeiten mit Krankenkassen, Pflegeträgern und Gesundheitssystemen im DACH-Raum und bereiten den Markteintritt in den USA vor — als Delaware C Corp, mit dem Anspruch, in den nächsten 12–18 Monaten skalierungsbereit zu sein: operativ, finanziell und gegenüber institutionellen Investoren.</"
(Lead) Software Engineer (m/w/d),empower GmbH,Cologne,False,Software Development,,https://www.arbeitnow.com/jobs/companies/empower-gmbh/lead-software-engineer-cologne-383574,"<p><strong>empower® vereint den Spirit kreativer Startups mit den Vorzügen großer Unternehmen</strong></p>
<p>Du hast Lust auf komplexe Herausforderungen, state-of-the-art Entwicklung mit asynchronen Abläufen? Dann bist du bei uns genau richtig!</p>
<p>Bei uns entwickelst du Software, die täglich Millionen von Menschen begeistert. Als einer der weltweiten Marktführer setzen wir Maßstäbe in Branding- und Produktivitäts-Apps für Microsoft Office. Unternehmen wie Microsoft, Amazon, BMW, RTL und S&#"
